transcript_id	drop_status	description
ENSMUST00000147776	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000147777	False	Warning: Missing `3'UTR'
ENSMUST00000147779	True	Fatal: Missing `CDS`
ENSMUST00000147780	True	Fatal: Missing `CDS`
ENSMUST00000147782	True	Fatal: Missing `CDS`
ENSMUST00000147783	True	Fatal: Missing `CDS`
ENSMUST00000147784	True	Fatal: Missing `CDS`
ENSMUST00000147785	False	Warning: Missing `3'UTR'
ENSMUST00000147786	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000147787	True	Fatal: Missing `CDS`
ENSMUST00000147788	False	Warning: Missing `3'UTR'
ENSMUST00000147789	True	Fatal: Missing `CDS`
ENSMUST00000147790	True	Fatal: Missing `CDS`
ENSMUST00000147791	True	Fatal: Missing `CDS`
ENSMUST00000147792	False	Warning: Missing `3'UTR'
ENSMUST00000147793	True	Fatal: Missing `CDS`
ENSMUST00000147794	True	Fatal: Missing `CDS`
ENSMUST00000147795	True	Fatal: Missing `CDS`
ENSMUST00000147796	True	Fatal: Missing `CDS`
ENSMUST00000147797	True	Fatal: Missing `CDS`
ENSMUST00000147798	True	Fatal: Missing `CDS`
ENSMUST00000147799	True	Fatal: Missing `CDS`
ENSMUST00000147800	False	Warning: Missing `3'UTR'
ENSMUST00000147803	False	Warning: Missing `3'UTR'
ENSMUST00000147805	True	Fatal: Missing `CDS`
ENSMUST00000147806	True	Fatal: Missing `CDS`
ENSMUST00000147807	True	Fatal: Missing `CDS`
ENSMUST00000147808	True	Fatal: Missing `CDS`
ENSMUST00000147809	True	Fatal: Missing `CDS`
ENSMUST00000147810	True	Fatal: Missing `CDS`
ENSMUST00000147811	True	Fatal: Missing `CDS`
ENSMUST00000147813	True	Fatal: Missing `CDS`
ENSMUST00000147814	True	Fatal: Missing `CDS`
ENSMUST00000147815	True	Fatal: Missing `CDS`
ENSMUST00000147816	True	Fatal: Missing `CDS`
ENSMUST00000147817	True	Fatal: Missing `CDS`
ENSMUST00000147818	True	Fatal: Missing `CDS`
ENSMUST00000147819	False	Warning: Missing `3'UTR'
ENSMUST00000147820	True	Fatal: Missing `CDS`
ENSMUST00000147821	True	Fatal: Missing `CDS`
ENSMUST00000147822	True	Fatal: Missing `CDS`
ENSMUST00000147823	True	Fatal: Missing `CDS`
ENSMUST00000147824	True	Fatal: Missing `CDS`
ENSMUST00000147825	True	Fatal: Missing `CDS`
ENSMUST00000147827	True	Fatal: Missing `CDS`
ENSMUST00000147828	True	Fatal: Missing `CDS`
ENSMUST00000147830	True	Fatal: Missing `CDS`
ENSMUST00000147831	True	Fatal: Missing `CDS`
ENSMUST00000147832	True	Fatal: Missing `CDS`
ENSMUST00000147833	True	Fatal: Missing `CDS`
ENSMUST00000147834	True	Fatal: Missing `CDS`
ENSMUST00000147836	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000147837	False	Warning: Missing `3'UTR'
ENSMUST00000147838	True	Fatal: Missing `CDS`
ENSMUST00000147839	True	Fatal: Missing `CDS`
ENSMUST00000147840	False	Warning: Missing `3'UTR'
ENSMUST00000147841	True	Fatal: Missing `CDS`
ENSMUST00000147843	True	Fatal: Missing `CDS`
ENSMUST00000147844	True	Fatal: Missing `CDS`
ENSMUST00000147845	False	Warning: Missing `3'UTR'
ENSMUST00000147846	True	Fatal: Missing `CDS`
ENSMUST00000147847	True	Fatal: Missing `CDS`
ENSMUST00000147848	True	Fatal: Missing `CDS`
ENSMUST00000147849	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000147851	True	Fatal: Missing `CDS`
ENSMUST00000147853	True	Fatal: Missing `CDS`
ENSMUST00000147855	False	Warning: Missing `3'UTR'
ENSMUST00000147856	True	Fatal: Missing `CDS`
ENSMUST00000147857	True	Fatal: Missing `CDS`
ENSMUST00000147858	True	Fatal: Missing `CDS`
ENSMUST00000147859	True	Fatal: Missing `CDS`
ENSMUST00000147860	True	Fatal: Missing `CDS`
ENSMUST00000147861	True	Fatal: Missing `CDS`
ENSMUST00000147862	True	Fatal: Missing `CDS`
ENSMUST00000147863	True	Fatal: Missing `CDS`
ENSMUST00000147864	True	Fatal: Missing `CDS`
ENSMUST00000147865	True	Fatal: Missing `CDS`
ENSMUST00000147866	False	Warning: Missing `3'UTR'
ENSMUST00000147867	True	Fatal: Missing `CDS`
ENSMUST00000147868	True	Fatal: Missing `CDS`
ENSMUST00000147869	True	Fatal: Missing `CDS`
ENSMUST00000147870	True	Fatal: Missing `CDS`
ENSMUST00000147871	True	Fatal: Missing `CDS`
ENSMUST00000147872	True	Fatal: Missing `CDS`
ENSMUST00000147873	True	Fatal: Missing `CDS`
ENSMUST00000147874	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000147876	False	Warning: Missing `3'UTR'
ENSMUST00000147877	True	Fatal: Missing `CDS`
ENSMUST00000147878	True	Fatal: Missing `CDS`
ENSMUST00000147879	True	Fatal: Missing `CDS`
ENSMUST00000147880	True	Fatal: Missing `CDS`
ENSMUST00000147881	True	Fatal: Missing `CDS`
ENSMUST00000147882	True	Fatal: Missing `CDS`
ENSMUST00000147883	True	Fatal: Missing `CDS`
ENSMUST00000147885	True	Fatal: Missing `CDS`
ENSMUST00000147886	True	Fatal: Missing `CDS`
ENSMUST00000147887	False	Warning: Missing `3'UTR'
ENSMUST00000147888	True	Fatal: Missing `CDS`
ENSMUST00000147889	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000147890	True	Fatal: Missing `CDS`
ENSMUST00000147891	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000147892	True	Fatal: Missing `CDS`
ENSMUST00000147893	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000147894	True	Fatal: Missing `CDS`
ENSMUST00000147895	True	Fatal: Missing `CDS`
ENSMUST00000147896	True	Fatal: Missing `CDS`
ENSMUST00000147897	True	Fatal: Missing `CDS`
ENSMUST00000147898	True	Fatal: Missing `CDS`
ENSMUST00000147899	True	Fatal: Missing `CDS`
ENSMUST00000147900	False	Warning: Missing `3'UTR'
ENSMUST00000147901	False	Warning: Missing `3'UTR'
ENSMUST00000147902	True	Fatal: Missing `CDS`
ENSMUST00000147903	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000147904	True	Fatal: Missing `CDS`
ENSMUST00000147905	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000147906	True	Fatal: Missing `CDS`
ENSMUST00000147907	True	Fatal: Missing `CDS`
ENSMUST00000147908	True	Fatal: Missing `CDS`
ENSMUST00000147909	True	Fatal: Missing `CDS`
ENSMUST00000147910	True	Fatal: Missing `CDS`
ENSMUST00000147911	True	Fatal: Missing `CDS`
ENSMUST00000147913	True	Fatal: Missing `CDS`
ENSMUST00000147915	True	Fatal: Missing `CDS`
ENSMUST00000147916	True	Fatal: Missing `CDS`
ENSMUST00000147917	True	Fatal: Missing `CDS`
ENSMUST00000147918	True	Fatal: Missing `CDS`
ENSMUST00000147920	False	Warning: Missing `3'UTR'
ENSMUST00000147921	True	Fatal: Missing `CDS`
ENSMUST00000147922	True	Fatal: Missing `CDS`
ENSMUST00000147923	True	Fatal: Missing `CDS`
ENSMUST00000147924	True	Fatal: Missing `CDS`
ENSMUST00000147925	True	Fatal: Missing `CDS`
ENSMUST00000147926	True	Fatal: Missing `CDS`
ENSMUST00000147927	True	Fatal: Missing `CDS`
ENSMUST00000147928	False	Warning: Missing `3'UTR'
ENSMUST00000147929	True	Fatal: Missing `CDS`
ENSMUST00000147930	True	Fatal: Missing `CDS`
ENSMUST00000147931	True	Fatal: Missing `CDS`
ENSMUST00000147932	True	Fatal: Missing `CDS`
ENSMUST00000147933	True	Fatal: Missing `CDS`
ENSMUST00000147934	True	Fatal: Missing `CDS`
ENSMUST00000147935	True	Fatal: Missing `CDS`
ENSMUST00000147936	False	Warning: Missing `5'UTR'
ENSMUST00000147937	True	Fatal: Missing `CDS`
ENSMUST00000147938	False	Warning: Missing `3'UTR'
ENSMUST00000147939	True	Fatal: Missing `CDS`
ENSMUST00000147940	True	Fatal: Missing `CDS`
ENSMUST00000147941	True	Fatal: Missing `CDS`
ENSMUST00000147942	True	Fatal: Missing `CDS`
ENSMUST00000147943	True	Fatal: Missing `CDS`
ENSMUST00000147944	True	Fatal: Missing `CDS`
ENSMUST00000147945	False	Warning: Missing `5'UTR'
ENSMUST00000147946	True	Fatal: Missing `CDS`
ENSMUST00000147947	True	Fatal: Missing `CDS`
ENSMUST00000147950	True	Fatal: Missing `CDS`
ENSMUST00000147951	True	Fatal: Missing `CDS`
ENSMUST00000147953	True	Fatal: Missing `CDS`
ENSMUST00000147954	True	Fatal: Missing `CDS`
ENSMUST00000147955	True	Fatal: Missing `CDS`
ENSMUST00000147956	True	Fatal: Missing `CDS`
ENSMUST00000147957	True	Fatal: Missing `CDS`
ENSMUST00000147958	True	Fatal: Missing `CDS`
ENSMUST00000147959	True	Fatal: Missing `CDS`
ENSMUST00000147960	True	Fatal: Missing `CDS`
ENSMUST00000147961	True	Fatal: Missing `CDS`
ENSMUST00000147962	False	Warning: Missing `3'UTR'
ENSMUST00000147963	True	Fatal: Missing `CDS`
ENSMUST00000147966	True	Fatal: Missing `CDS`
ENSMUST00000147967	True	Fatal: Missing `CDS`
ENSMUST00000147968	True	Fatal: Missing `CDS`
ENSMUST00000147969	True	Fatal: Missing `CDS`
ENSMUST00000147970	True	Fatal: Missing `CDS`
ENSMUST00000147971	False	Warning: Missing `5'UTR'
ENSMUST00000147972	True	Fatal: Missing `CDS`
ENSMUST00000147973	True	Fatal: Missing `CDS`
ENSMUST00000147974	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000147975	True	Fatal: Missing `CDS`
ENSMUST00000147977	True	Fatal: Missing `CDS`
ENSMUST00000147978	True	Fatal: Missing `CDS`
ENSMUST00000147979	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000147980	True	Fatal: Missing `CDS`
ENSMUST00000147981	False	Warning: Missing `3'UTR'
ENSMUST00000147982	True	Fatal: Missing `CDS`
ENSMUST00000147983	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000147984	True	Fatal: Missing `CDS`
ENSMUST00000147985	True	Fatal: Missing `CDS`
ENSMUST00000147986	True	Fatal: Missing `CDS`
ENSMUST00000147987	True	Fatal: Missing `CDS`
ENSMUST00000147988	True	Fatal: Missing `CDS`
ENSMUST00000147989	False	Warning: Missing `3'UTR'
ENSMUST00000147990	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000147992	True	Fatal: Missing `CDS`
ENSMUST00000147993	True	Fatal: Missing `CDS`
ENSMUST00000147994	True	Fatal: Missing `CDS`
ENSMUST00000147995	False	Warning: Missing `3'UTR'
ENSMUST00000147996	True	Fatal: Missing `CDS`
ENSMUST00000147997	True	Fatal: Missing `CDS`
ENSMUST00000147998	True	Fatal: Missing `CDS`
ENSMUST00000147999	False	Warning: Missing `3'UTR'
ENSMUST00000148000	True	Fatal: Missing `CDS`
ENSMUST00000148001	True	Fatal: Missing `CDS`
ENSMUST00000148002	False	Warning: Missing `3'UTR'
ENSMUST00000148003	True	Fatal: Missing `CDS`
ENSMUST00000148004	True	Fatal: Missing `CDS`
ENSMUST00000148005	True	Fatal: Missing `CDS`
ENSMUST00000148006	True	Fatal: Missing `CDS`
ENSMUST00000148007	False	Warning: Missing `3'UTR'
ENSMUST00000148008	False	Warning: Missing `3'UTR'
ENSMUST00000148009	True	Fatal: Missing `CDS`
ENSMUST00000148010	True	Fatal: Missing `CDS`
ENSMUST00000148013	True	Fatal: Missing `CDS`
ENSMUST00000148014	True	Fatal: Missing `CDS`
ENSMUST00000148015	True	Fatal: Missing `CDS`
ENSMUST00000148016	True	Fatal: Missing `CDS`
ENSMUST00000148017	True	Fatal: Missing `CDS`
ENSMUST00000148018	True	Fatal: Missing `CDS`
ENSMUST00000148019	True	Fatal: Missing `CDS`
ENSMUST00000148021	False	Warning: Missing `3'UTR'
ENSMUST00000148022	True	Fatal: Missing `CDS`
ENSMUST00000148023	True	Fatal: Missing `CDS`
ENSMUST00000148024	True	Fatal: Missing `CDS`
ENSMUST00000148025	True	Fatal: Missing `CDS`
ENSMUST00000148026	True	Fatal: Missing `CDS`
ENSMUST00000148027	True	Fatal: Missing `CDS`
ENSMUST00000148028	True	Fatal: Missing `CDS`
ENSMUST00000148029	True	Fatal: Missing `CDS`
ENSMUST00000148030	True	Fatal: Missing `CDS`
ENSMUST00000148031	False	Warning: Missing `3'UTR'
ENSMUST00000148032	True	Fatal: Missing `CDS`
ENSMUST00000148033	True	Fatal: Missing `CDS`
ENSMUST00000148034	True	Fatal: Missing `CDS`
ENSMUST00000148035	True	Fatal: Missing `CDS`
ENSMUST00000148036	True	Fatal: Missing `CDS`
ENSMUST00000148037	True	Fatal: Missing `CDS`
ENSMUST00000148038	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000148040	True	Fatal: Missing `CDS`
ENSMUST00000148041	True	Fatal: Missing `CDS`
ENSMUST00000148042	True	Fatal: Missing `CDS`
ENSMUST00000148043	True	Fatal: Missing `CDS`
ENSMUST00000148044	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000148045	True	Fatal: Missing `CDS`
ENSMUST00000148046	True	Fatal: Missing `CDS`
ENSMUST00000148047	False	Warning: Missing `3'UTR'
ENSMUST00000148048	True	Fatal: Missing `CDS`
ENSMUST00000148049	False	Warning: Missing `3'UTR'
ENSMUST00000148050	True	Fatal: Missing `CDS`
ENSMUST00000148051	True	Fatal: Missing `CDS`
ENSMUST00000148052	True	Fatal: Missing `CDS`
ENSMUST00000148054	True	Fatal: Missing `CDS`
ENSMUST00000148055	False	Warning: Missing `5'UTR'
ENSMUST00000148056	True	Fatal: Missing `CDS`
ENSMUST00000148057	True	Fatal: Missing `CDS`
ENSMUST00000148060	True	Fatal: Missing `CDS`
ENSMUST00000148061	True	Fatal: Missing `CDS`
ENSMUST00000148062	False	Warning: Missing `3'UTR'
ENSMUST00000148063	True	Fatal: Missing `CDS`
ENSMUST00000148064	True	Fatal: Missing `CDS`
ENSMUST00000148065	False	Warning: Missing `3'UTR'
ENSMUST00000148066	True	Fatal: Missing `CDS`
ENSMUST00000148067	True	Fatal: Missing `CDS`
ENSMUST00000148068	True	Fatal: Missing `CDS`
ENSMUST00000148069	True	Fatal: Missing `CDS`
ENSMUST00000148072	True	Fatal: Missing `CDS`
ENSMUST00000148073	True	Fatal: Missing `CDS`
ENSMUST00000148074	True	Fatal: Missing `CDS`
ENSMUST00000148075	True	Fatal: Missing `CDS`
ENSMUST00000148076	True	Fatal: Missing `CDS`
ENSMUST00000148077	True	Fatal: Missing `CDS`
ENSMUST00000148079	True	Fatal: Missing `CDS`
ENSMUST00000148080	True	Fatal: Missing `CDS`
ENSMUST00000148081	True	Fatal: Missing `CDS`
ENSMUST00000148082	True	Fatal: Missing `CDS`
ENSMUST00000148083	True	Fatal: Missing `CDS`
ENSMUST00000148084	True	Fatal: Missing `CDS`
ENSMUST00000148085	True	Fatal: Missing `CDS`
ENSMUST00000148087	True	Fatal: Missing `CDS`
ENSMUST00000148089	True	Fatal: Missing `CDS`
ENSMUST00000148090	True	Fatal: Missing `CDS`
ENSMUST00000148091	True	Fatal: Missing `CDS`
ENSMUST00000148093	True	Fatal: Missing `CDS`
ENSMUST00000148094	False	Warning: Missing `3'UTR'
ENSMUST00000148095	True	Fatal: Missing `CDS`
ENSMUST00000148096	True	Fatal: Missing `CDS`
ENSMUST00000148097	True	Fatal: Missing `CDS`
ENSMUST00000148098	True	Fatal: Missing `CDS`
ENSMUST00000148099	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000148100	True	Fatal: Missing `CDS`
ENSMUST00000148101	True	Fatal: Missing `CDS`
ENSMUST00000148102	True	Fatal: Missing `CDS`
ENSMUST00000148103	True	Fatal: Missing `CDS`
ENSMUST00000148104	True	Fatal: Missing `CDS`
ENSMUST00000148105	True	Fatal: Missing `CDS`
ENSMUST00000148107	True	Fatal: Missing `CDS`
ENSMUST00000148108	True	Fatal: Missing `CDS`
ENSMUST00000148110	True	Fatal: Missing `CDS`
ENSMUST00000148111	True	Fatal: Missing `CDS`
ENSMUST00000148112	True	Fatal: Missing `CDS`
ENSMUST00000148113	True	Fatal: Missing `CDS`
ENSMUST00000148114	True	Fatal: Missing `CDS`
ENSMUST00000148115	True	Fatal: Missing `CDS`
ENSMUST00000148116	True	Fatal: Missing `CDS`
ENSMUST00000148117	True	Fatal: Missing `CDS`
ENSMUST00000148118	True	Fatal: Missing `CDS`
ENSMUST00000148119	True	Fatal: Missing `CDS`
ENSMUST00000148120	True	Fatal: Missing `CDS`
ENSMUST00000148121	False	Warning: Missing `3'UTR'
ENSMUST00000148122	True	Fatal: Missing `CDS`
ENSMUST00000148123	True	Fatal: Missing `CDS`
ENSMUST00000148124	False	Warning: Missing `3'UTR'
ENSMUST00000148125	True	Fatal: Missing `CDS`
ENSMUST00000148126	True	Fatal: Missing `CDS`
ENSMUST00000148127	True	Fatal: Missing `CDS`
ENSMUST00000148128	True	Fatal: Missing `CDS`
ENSMUST00000148129	True	Fatal: Missing `CDS`
ENSMUST00000148130	True	Fatal: Missing `CDS`
ENSMUST00000148131	True	Fatal: Missing `CDS`
ENSMUST00000148132	True	Fatal: Missing `CDS`
ENSMUST00000148133	True	Fatal: Missing `CDS`
ENSMUST00000148134	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000148135	True	Fatal: Missing `CDS`
ENSMUST00000148136	True	Fatal: Missing `CDS`
ENSMUST00000148137	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000148138	True	Fatal: Missing `CDS`
ENSMUST00000148139	True	Fatal: Missing `CDS`
ENSMUST00000148140	True	Fatal: Missing `CDS`
ENSMUST00000148141	True	Fatal: Missing `CDS`
ENSMUST00000148142	True	Fatal: Missing `CDS`
ENSMUST00000148143	True	Fatal: Missing `CDS`
ENSMUST00000148144	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000148145	True	Fatal: Missing `CDS`
ENSMUST00000148146	True	Fatal: Missing `CDS`
ENSMUST00000148147	True	Fatal: Missing `CDS`
ENSMUST00000148148	True	Fatal: Missing `CDS`
ENSMUST00000148149	True	Fatal: Missing `CDS`
ENSMUST00000148150	False	Warning: Missing `3'UTR'
ENSMUST00000148151	True	Fatal: Missing `CDS`
ENSMUST00000148152	False	Warning: Missing `3'UTR'
ENSMUST00000148153	True	Fatal: Missing `CDS`
ENSMUST00000148154	False	Warning: Missing `3'UTR'
ENSMUST00000148155	False	Warning: Missing `3'UTR'
ENSMUST00000148156	True	Fatal: Missing `CDS`
ENSMUST00000148157	True	Fatal: Missing `CDS`
ENSMUST00000148158	True	Fatal: Missing `CDS`
ENSMUST00000148160	True	Fatal: Missing `CDS`
ENSMUST00000148161	True	Fatal: Missing `CDS`
ENSMUST00000148163	True	Fatal: Missing `CDS`
ENSMUST00000148164	True	Fatal: Missing `CDS`
ENSMUST00000148165	True	Fatal: Missing `CDS`
ENSMUST00000148166	True	Fatal: Missing `CDS`
ENSMUST00000148167	True	Fatal: Missing `CDS`
ENSMUST00000148168	True	Fatal: Missing `CDS`
ENSMUST00000148169	True	Fatal: Missing `CDS`
ENSMUST00000148170	True	Fatal: Missing `CDS`
ENSMUST00000148171	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000148172	True	Fatal: Missing `CDS`
ENSMUST00000148173	True	Fatal: Missing `CDS`
ENSMUST00000148174	True	Fatal: Missing `CDS`
ENSMUST00000148175	False	Warning: Missing `3'UTR'
ENSMUST00000148176	True	Fatal: Missing `CDS`
ENSMUST00000148177	True	Fatal: Missing `CDS`
ENSMUST00000148179	True	Fatal: Missing `CDS`
ENSMUST00000148180	True	Fatal: Missing `CDS`
ENSMUST00000148181	True	Fatal: Missing `CDS`
ENSMUST00000148182	True	Fatal: Missing `CDS`
ENSMUST00000148183	True	Fatal: Missing `CDS`
ENSMUST00000148184	True	Fatal: Missing `CDS`
ENSMUST00000148185	True	Fatal: Missing `CDS`
ENSMUST00000148186	True	Fatal: Missing `CDS`
ENSMUST00000148187	True	Fatal: Missing `CDS`
ENSMUST00000148188	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000148189	True	Fatal: Missing `CDS`
ENSMUST00000148190	True	Fatal: Missing `CDS`
ENSMUST00000148191	True	Fatal: Missing `CDS`
ENSMUST00000148192	True	Fatal: Missing `CDS`
ENSMUST00000148193	False	Warning: Missing `3'UTR'
ENSMUST00000148194	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000148195	True	Fatal: Missing `CDS`
ENSMUST00000148196	False	Warning: Missing `3'UTR'
ENSMUST00000148197	True	Fatal: Missing `CDS`
ENSMUST00000148198	True	Fatal: Missing `CDS`
ENSMUST00000148199	True	Fatal: Missing `CDS`
ENSMUST00000148200	True	Fatal: Missing `CDS`
ENSMUST00000148202	True	Fatal: Missing `CDS`
ENSMUST00000148203	True	Fatal: Missing `CDS`
ENSMUST00000148204	False	Warning: Missing `5'UTR'
ENSMUST00000148205	True	Fatal: Missing `CDS`
ENSMUST00000148206	True	Fatal: Missing `CDS`
ENSMUST00000148207	True	Fatal: Missing `CDS`
ENSMUST00000148209	True	Fatal: Missing `CDS`
ENSMUST00000148211	False	Warning: Missing `3'UTR'
ENSMUST00000148212	True	Fatal: Missing `CDS`
ENSMUST00000148213	True	Fatal: Missing `CDS`
ENSMUST00000148214	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000148215	True	Fatal: Missing `CDS`
ENSMUST00000148216	True	Fatal: Missing `CDS`
ENSMUST00000148217	True	Fatal: Missing `CDS`
ENSMUST00000148218	True	Fatal: Missing `CDS`
ENSMUST00000148220	True	Fatal: Missing `CDS`
ENSMUST00000148221	False	Warning: Missing `3'UTR'
ENSMUST00000148223	True	Fatal: Missing `CDS`
ENSMUST00000148224	True	Fatal: Missing `CDS`
ENSMUST00000148225	True	Fatal: Missing `CDS`
ENSMUST00000148226	True	Fatal: Missing `CDS`
ENSMUST00000148227	True	Fatal: Missing `CDS`
ENSMUST00000148228	True	Fatal: Missing `CDS`
ENSMUST00000148229	True	Fatal: Missing `CDS`
ENSMUST00000148230	True	Fatal: Missing `CDS`
ENSMUST00000148232	False	Warning: Missing `3'UTR'
ENSMUST00000148233	True	Fatal: Missing `CDS`
ENSMUST00000148236	True	Fatal: Missing `CDS`
ENSMUST00000148237	True	Fatal: Missing `CDS`
ENSMUST00000148239	True	Fatal: Missing `CDS`
ENSMUST00000148240	True	Fatal: Missing `CDS`
ENSMUST00000148241	True	Fatal: Missing `CDS`
ENSMUST00000148244	True	Fatal: Missing `CDS`
ENSMUST00000148245	False	Warning: Missing `3'UTR'
ENSMUST00000148247	True	Fatal: Missing `CDS`
ENSMUST00000148248	True	Fatal: Missing `CDS`
ENSMUST00000148249	True	Fatal: Missing `CDS`
ENSMUST00000148250	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000148251	True	Fatal: Missing `CDS`
ENSMUST00000148252	False	Warning: Missing `5'UTR'
ENSMUST00000148253	True	Fatal: Missing `CDS`
ENSMUST00000148254	True	Fatal: Missing `CDS`
ENSMUST00000148256	True	Fatal: Missing `CDS`
ENSMUST00000148258	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000148259	True	Fatal: Missing `CDS`
ENSMUST00000148260	True	Fatal: Missing `CDS`
ENSMUST00000148261	False	Warning: Missing `3'UTR'
ENSMUST00000148262	True	Fatal: Missing `CDS`
ENSMUST00000148263	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000148264	False	Warning: Missing `3'UTR'
ENSMUST00000148265	False	Warning: Missing `3'UTR'
ENSMUST00000148266	True	Fatal: Missing `CDS`
ENSMUST00000148267	True	Fatal: Missing `CDS`
ENSMUST00000148268	True	Fatal: Missing `CDS`
ENSMUST00000148269	False	Warning: Missing `3'UTR'
ENSMUST00000148270	True	Fatal: Missing `CDS`
ENSMUST00000148271	False	Warning: Missing `3'UTR'
ENSMUST00000148272	True	Fatal: Missing `CDS`
ENSMUST00000148274	True	Fatal: Missing `CDS`
ENSMUST00000148275	True	Fatal: Missing `CDS`
ENSMUST00000148276	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000148277	True	Fatal: Missing `CDS`
ENSMUST00000148278	True	Fatal: Missing `CDS`
ENSMUST00000148279	False	Warning: Missing `3'UTR'
ENSMUST00000148280	False	Warning: Missing `3'UTR'
ENSMUST00000148281	False	Warning: Missing `3'UTR'
ENSMUST00000148282	True	Fatal: Missing `CDS`
ENSMUST00000148283	True	Fatal: Missing `CDS`
ENSMUST00000148284	True	Fatal: Missing `CDS`
ENSMUST00000148285	True	Fatal: Missing `CDS`
ENSMUST00000148286	False	Warning: Missing `5'UTR'
ENSMUST00000148288	True	Fatal: Missing `CDS`
ENSMUST00000148289	True	Fatal: Missing `CDS`
ENSMUST00000148291	True	Fatal: Missing `CDS`
ENSMUST00000148292	False	Warning: Missing `3'UTR'
ENSMUST00000148293	True	Fatal: Missing `CDS`
ENSMUST00000148294	True	Fatal: Missing `CDS`
ENSMUST00000148295	True	Fatal: Missing `CDS`
ENSMUST00000148296	True	Fatal: Missing `CDS`
ENSMUST00000148297	True	Fatal: Missing `CDS`
ENSMUST00000148298	True	Fatal: Missing `CDS`
ENSMUST00000148299	True	Fatal: Missing `CDS`
ENSMUST00000148300	True	Fatal: Missing `CDS`
ENSMUST00000148302	True	Fatal: Missing `CDS`
ENSMUST00000148303	True	Fatal: Missing `CDS`
ENSMUST00000148304	False	Warning: Missing `3'UTR'
ENSMUST00000148305	False	Warning: Missing `5'UTR'
ENSMUST00000148306	True	Fatal: Missing `CDS`
ENSMUST00000148307	False	Warning: Missing `3'UTR'
ENSMUST00000148308	True	Fatal: Missing `CDS`
ENSMUST00000148309	True	Fatal: Missing `CDS`
ENSMUST00000148310	True	Fatal: Missing `CDS`
ENSMUST00000148311	True	Fatal: Missing `CDS`
ENSMUST00000148312	True	Fatal: Missing `CDS`
ENSMUST00000148313	True	Fatal: Missing `CDS`
ENSMUST00000148315	True	Fatal: Missing `CDS`
ENSMUST00000148316	True	Fatal: Missing `CDS`
ENSMUST00000148317	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000148318	True	Fatal: Missing `CDS`
ENSMUST00000148319	True	Fatal: Missing `CDS`
ENSMUST00000148320	True	Fatal: Missing `CDS`
ENSMUST00000148321	True	Fatal: Missing `CDS`
ENSMUST00000148322	True	Fatal: Missing `CDS`
ENSMUST00000148323	True	Fatal: Missing `CDS`
ENSMUST00000148324	False	Warning: Missing `3'UTR'
ENSMUST00000148325	True	Fatal: Missing `CDS`
ENSMUST00000148326	True	Fatal: Missing `CDS`
ENSMUST00000148327	True	Fatal: Missing `CDS`
ENSMUST00000148328	False	Warning: Missing `3'UTR'
ENSMUST00000148333	False	Warning: Missing `3'UTR'
ENSMUST00000148334	False	Warning: Missing `3'UTR'
ENSMUST00000148335	True	Fatal: Missing `CDS`
ENSMUST00000148336	True	Fatal: Missing `CDS`
ENSMUST00000148337	True	Fatal: Missing `CDS`
ENSMUST00000148338	True	Fatal: Missing `CDS`
ENSMUST00000148339	False	Warning: Missing `3'UTR'
ENSMUST00000148340	True	Fatal: Missing `CDS`
ENSMUST00000148341	False	Warning: Missing `3'UTR'
ENSMUST00000148342	True	Fatal: Missing `CDS`
ENSMUST00000148343	True	Fatal: Missing `CDS`
ENSMUST00000148344	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000148345	True	Fatal: Missing `CDS`
ENSMUST00000148346	True	Fatal: Missing `CDS`
ENSMUST00000148347	False	Warning: Missing `5'UTR'
